,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,Shared topic 16,Shared topic 17,Shared topic 18,Shared topic 20,H3K27ac private topic 2,H3K27ac private topic 5
Hcfc1r1,-1.2850382,-4.524878,1.0981531,-0.07347998,0.9814433,0.36240906,-0.49537495,-0.40015185,-0.21471924,-0.11289437,-0.93269336,-0.37407544,-0.50017136,-0.18711103,-3.7384992,-1.9973854,-0.23657702,-2.66122,-3.2795463
Soga3,0.1580345,-3.3259106,-3.8361156,-2.5603132,-0.6879191,-1.7840347,-4.0281563,-2.3235316,0.83277106,-0.13947552,-3.8047948,0.09344584,-4.07905,-1.617209,1.3687334,-1.0937893,-1.885519,-1.1691368,0.6089628
Gm10782,-3.888303,0.44172394,-1.1024175,1.2993033,-0.25792614,-0.56096226,-0.6179023,-0.5182603,-2.0712895,-0.17137817,0.03848654,-0.49536228,-1.2518487,-1.3132849,-1.4452806,-1.0147064,-0.3691954,0.36027807,-1.8389012
Actr3b,-1.5934598,0.49507868,0.06658244,-1.7173796,1.0614051,-1.2591206,-1.5856265,-1.2180756,-1.0255747,-0.9466108,-2.374083,-1.112197,-2.0866737,-0.905507,-1.2664889,-0.46403453,-0.6353959,-0.46292207,-3.1385422
Afap1l2,0.029996395,0.22341293,-0.55717236,-0.31446767,-1.0362618,-0.017424852,-0.95553255,-0.015301153,-1.3317033,-0.770156,0.53648,-0.5826082,0.07260689,0.17204371,-0.81158596,-1.5244502,-0.66792524,-0.2966172,0.18509004
Gm29687,-0.10599285,-3.474408,-1.9098793,-0.5078066,1.2982872,-1.2223611,-2.7751937,-1.444783,-0.086948186,-0.39358672,-1.6185292,-1.4100137,-0.08114308,-0.7161444,-0.6506505,-0.73450005,-1.0133295,-1.049544,-0.26433656
Amer3,0.27075362,-3.858031,-4.3825035,-4.2740593,0.27782893,-1.3087164,-3.060123,-1.9257829,0.80723006,-0.7755047,-1.7097809,-1.5804243,-4.158821,-1.7084961,0.43358243,-0.87533844,-1.6583052,-1.8612406,-0.43638837
Gjb6,0.114602864,-1.7214109,-0.6366435,-0.8214704,-0.7918509,-0.3973862,-2.0389316,-2.492453,-1.0351249,-2.1133337,-1.1803987,-0.44920558,0.02429223,-0.33497423,-0.7579906,0.7014328,-0.35901144,-0.38435632,-0.9468733
Dst,0.012537211,0.4182154,0.65393394,-0.410761,-0.3753816,-0.2010682,-0.59107894,-0.33027822,-0.14949572,0.042842165,-0.17714144,-0.58321905,-0.15455163,-0.3202201,-0.84821737,-0.12678269,-0.11388364,-1.1739733,-2.1194158
Atp11a,-0.83784926,-3.6567683,0.34420562,-0.17489654,-1.5402216,-0.73953134,-0.9078533,-1.0375457,-0.51844895,0.16483682,-0.6985222,-0.20446688,-0.06518179,0.017792195,-1.5350643,-1.2606333,-0.49475008,-0.8259517,-0.41677946
Mdga1,0.71473765,0.97526646,-0.29471278,-0.7989033,0.501112,-0.82159835,0.21250667,-0.96079904,0.25532424,-0.7568736,-0.5663092,-0.46760818,-0.520585,-0.50292903,0.16925308,-0.111947864,-0.47091407,-0.24505235,0.2046876
Adamts12,-0.613747,-0.298201,-2.3534741,0.31589508,0.09089583,-0.7444618,-2.3012877,-0.6990664,-1.4485613,-0.24378586,0.15421656,-0.21042788,-0.3442605,0.33440828,-0.8370456,0.80796576,0.037766486,-1.2702329,-1.397311
Prelp,0.6876109,-1.3594614,-0.8620038,-1.5037249,1.2181859,0.20161578,-0.4687947,-0.062183037,-2.1245754,-0.37994698,0.14501354,-0.42965278,-0.83921576,1.2120432,-1.758397,-0.5009734,-0.5408021,-0.9612566,-0.5447987
Scube3,-0.86160004,-3.691106,-0.08243799,0.34460902,-4.3365555,-0.056857303,-1.6352398,-1.0021899,-0.33765325,-0.13658635,-0.24147488,-0.139826,-0.51751316,0.106426686,-0.02384016,-0.17107351,-0.2086158,-0.27521208,-0.45820424
Slc29a1,-0.41878211,-0.4659505,0.28395653,-0.6195349,0.47772896,-0.32338104,0.66279376,-0.06666054,-2.0058305,0.12277022,-0.80169576,-0.34889007,-1.1462919,0.53349715,-2.3821685,-0.7540367,-0.01358524,-1.0484478,-0.6047803
Hpca,-0.37377235,0.03647214,-0.5644483,-0.28117263,0.8168205,-2.8231165,-1.1178485,-0.29746655,-0.6190816,-0.44625574,-0.4486234,-0.36187673,-1.3606057,-0.91801596,-0.62937975,-0.4475553,-0.4255665,-0.41877708,0.034953743
Lrp8os2,1.6886638,0.39699626,-2.4274604,-2.1721349,1.3451059,-1.2591327,-1.841582,-3.9841614,0.39871973,-1.2957903,-3.062115,0.12754253,-0.20710494,-0.8408883,0.4560334,-1.9304489,-1.5699825,0.1504837,0.7507893
Uchl1,0.131648,-0.13241258,-0.55516744,-0.5166727,-0.042697668,-0.5614609,-2.3874583,-0.93649864,0.36360464,-0.8006746,-0.9564948,-0.67203873,-1.3887639,-0.7642789,-0.021367133,-0.5296177,-0.43536866,-2.7069335,-1.6318692
Phyhip,-1.0648663,-1.9371368,-1.879469,-0.82928884,-4.1940784,-0.7932799,0.8036721,-0.34448645,-1.7990198,-1.3253145,-0.30299622,-0.534951,-1.0161963,-0.11812675,-1.4132328,-2.0203135,0.08617869,0.39012063,-0.910927
Hhipl1,-0.6138128,-0.29595748,-1.7271304,-0.843437,0.26262778,-0.27636704,-1.3781286,-0.16117357,-0.67161846,0.13621682,-1.0004884,-0.14531274,-1.8500358,0.14325142,-1.5558461,-0.18728437,-0.5685445,-0.2994139,-0.06972742
Abca4,-1.169447,0.37355888,0.09463483,-0.19402081,-1.7525989,0.08581668,-0.47698867,0.4292119,-2.0525465,-0.058520913,-0.24574381,-0.5108641,-0.48149583,-1.247238,-0.8881397,0.4580239,-0.38816318,0.23812982,-0.6778368
Gfi1b,-2.2760115,-0.8108209,-0.38297415,-0.5810008,0.4478761,-1.6664282,1.5356511,-1.5034169,-3.2986944,-0.64222765,-4.285707,-1.3979295,0.7949923,-4.3593698,-4.375074,-4.2759857,-1.3843992,-2.8596842,-3.9620547
Nnat,0.020218179,0.5610331,-2.9245863,-0.34564954,0.68248624,-0.43838215,-2.020125,0.7128385,0.4578901,-1.1236413,-0.9082736,1.1283951,-1.1336639,-1.4121667,0.12305626,-0.1290217,-1.0257964,0.7617216,-0.104487196
Rasip1,-3.246365,-0.49652985,0.32619065,-1.0944427,-4.214102,-0.41874665,-1.2758422,0.0458104,-1.2589016,-2.0826325,-0.7477827,-0.14270154,-0.37562665,-0.80339175,0.100618005,-2.074998,-0.4982528,1.269548,-0.19216317
Hs3st3b1,0.19518355,-1.2757673,-0.9407792,0.16561118,0.13208544,-0.18419069,-0.3464293,-0.4057956,-0.52413136,-0.82731575,-0.990917,-0.08681831,-1.0783477,-0.22701737,-0.007990003,-1.582482,0.15445709,-0.45973128,-0.28759518
Rbm43,-2.5562398,-4.566191,-0.41665766,-0.6039383,0.64588666,-1.7791312,0.62813956,-0.38995698,-1.6138256,-0.6279282,-0.3993317,-2.752471,-0.055241942,-0.005571604,-3.6865697,-1.0461887,-0.06102869,-0.7777982,-1.5665159
Ky,-1.6777295,0.30398482,0.040872633,-1.7955719,0.61647534,-1.0369644,-1.572007,-0.28713444,0.04562898,-1.0963919,-0.6151209,-0.4898296,-0.16923562,-1.5635478,-0.5422672,-1.2972695,-1.1237323,-0.70358944,-0.38022578
Kcnk13,-1.3961571,-2.6585958,-0.3577655,-0.5911197,0.80740714,-0.47941467,-0.9671856,0.1528467,-1.2157445,-0.54723805,-0.27379006,-0.38584122,-2.979153,-0.5330904,-0.25505614,-0.8652303,-0.5767316,-2.1519473,-2.4979453
Tspo,-1.9942334,-1.4874618,-0.123125345,-1.0077357,-4.0481977,-1.3913202,0.97667825,-1.4528548,-2.1694622,-0.31921428,-2.5692298,-0.86983144,0.4816829,-2.2801533,-1.2412407,-0.74527764,-3.3988504,-0.4175649,-0.10301876
1700071K01Rik,-0.89743084,-0.31129625,-3.3358474,-1.6290174,-3.8670726,-1.2115997,-2.0046177,-2.1009507,0.37055635,-0.10734868,-1.0675061,-0.29723042,-0.9160943,-1.173531,-0.3005899,-1.6916425,-1.0595114,-1.9699268,-1.6439986
Col4a2,-3.1915514,-0.7322482,0.39868563,-0.35795018,-0.03818281,-0.11578673,-1.5743133,0.4079575,-1.9925052,-0.27346814,0.626282,-0.13255945,0.15637118,-0.256371,-0.9784668,0.36254412,-0.12475748,-0.19042502,-0.26107675
Gm10244,-1.015273,-4.499626,0.15939271,-1.5016086,-0.23963642,-2.087787,1.2345717,-3.370712,-0.20603415,-0.48507777,-2.8113642,0.16879812,-0.36453778,-2.2912803,0.6899139,-2.363644,-1.3629098,0.4663214,-0.039856046
Carlr,-0.7539944,-3.8500392,-0.68509924,0.117937,0.1319454,-0.4042744,-0.7644375,-0.65624714,0.55354965,-0.75952435,-0.28412685,-0.21065073,-0.2170345,-0.3430847,0.31639522,-2.730128,-0.34919664,-0.19246086,-0.15677874
Gm34637,0.28819132,-1.0425758,-0.53255045,0.10814041,-0.70796335,-0.7044147,-0.5015825,0.2826113,0.3111465,-0.45811102,-0.8318455,-0.03977692,-0.72846663,-1.1759565,0.43334067,-1.0266843,-1.5648468,-0.65132743,0.14704448
Rgs2,-2.522837,-0.3568804,-1.0215428,-0.15576147,-1.2964864,-0.8490072,-1.5640869,-0.3346822,0.3992688,-0.24822071,-0.25465962,-0.30958587,-0.44706738,-0.15837902,0.29529613,-0.63924754,-0.3053836,-1.6615729,-0.747876
Adam15,-1.1617396,-0.4650642,-0.3305467,-0.23540628,-0.660224,-0.14923713,-1.089575,-0.8639059,-1.1087979,-0.21311761,-0.41179568,-0.8138794,-1.1094351,-0.2823218,-0.59391844,-0.3348457,-0.2958509,-1.493413,-1.0155104
Vtn,0.8669765,1.0860338,-0.8979535,-0.94765294,-3.887903,-2.8848763,-1.3205734,-0.8112395,0.9580962,-4.3900642,-2.795364,-0.43029034,-0.29762805,-2.5204918,-0.46678272,0.09115684,-1.99239,0.09861523,0.85191
Asic1,0.29975474,0.041995406,-0.47763807,-0.8085526,0.870855,-1.6247648,-1.0642704,-1.5264311,0.31369162,-1.0219071,-1.594946,-0.91764325,-0.2750791,-0.9063863,1.550706,-0.030135259,-0.80974233,-0.26724166,0.37321514
Gsc,-1.4113157,-0.92870176,-0.7586937,0.9403279,-4.5316973,0.5376086,-1.6739303,1.4380821,-0.98399675,-0.082114056,-0.8557312,0.6046437,-1.0794418,-0.41298586,-1.1024492,-0.6738158,-0.035639293,-1.3750476,-1.456047
1700094M24Rik,-4.146101,-0.58001137,0.22213835,-0.39949298,-4.138048,-0.6194883,-0.72810817,-3.2358406,-0.96697974,0.13252473,-0.06715989,-0.8112383,-0.9549253,-0.16243759,-0.8260449,-0.4495005,-0.12123361,-1.612747,-1.1017988
Prokr1,-0.8115081,-1.995168,-0.46973822,-0.45592803,-4.0891466,-0.9970098,0.7853326,-0.30954054,-3.50564,-0.42927593,-0.2854933,-1.1477146,0.8708383,-1.9354284,-3.5379183,-2.9437585,-0.7681843,0.5062227,0.051320672
Rnd2,0.9065937,0.49628788,0.00034415722,-0.79980254,1.5195526,-1.1202391,-1.0793083,-1.3453948,0.50433224,-0.03957653,-0.67054784,-0.6322607,-0.2714378,-2.50701,0.13563311,-2.5648189,-1.2062962,-0.29521075,0.6433456
Sema4f,-3.0212119,-0.23692942,-1.2608119,-0.18307507,-4.1485853,-0.5347764,-1.5443981,-1.1596031,-0.23790511,-1.4499619,-0.2542532,-1.0103244,-2.7843125,-0.62220013,-0.26291984,-0.37295154,-1.692353,-2.5236902,-2.676332
A930019D19Rik,-0.07394159,-0.16655952,-0.5621512,-0.6777872,0.7857522,-1.2294787,-1.8424239,-1.2184829,0.202254,-1.1129174,-1.1259029,0.37389278,-0.83884907,-1.3619566,-0.6451057,-3.3094993,-2.2705088,-1.1311209,-0.22514734
Ckap4,-1.6175257,-0.12868708,-0.1818437,-0.22216414,-0.18919468,-0.59622264,-0.7406986,-0.1512343,-0.6945715,-0.02111587,0.03834617,-1.199826,0.2702326,0.3326,-0.23413448,-0.28971153,-1.256122,-0.08430013,-0.10628371
Cbx7,-0.95720416,-0.37840968,-0.71207505,-0.33799943,-0.90363383,-1.1339064,0.5808306,-0.3357028,-1.4498101,-0.3650753,-1.2728746,-0.8438048,0.89440787,-1.0044684,-0.74771845,-0.14544266,-0.68091536,-0.50466394,-0.5807256
Fhl4,-0.5115532,-0.3591419,-0.3022949,-0.39146942,-3.6487696,-0.568593,-0.088238224,-1.0143354,-0.25639132,0.13770828,-0.718323,-0.9681829,-2.29875,0.27688777,0.09876037,-0.19366142,-0.34677446,0.27903837,-1.1916347
Slitrk3,-1.9541438,-1.2213378,-3.085312,-1.1758156,-3.5165021,-1.3268938,-2.4193804,-0.4939896,1.0576994,-1.9754351,-1.1390802,-1.7431782,-1.1306353,-0.5392694,0.4167906,-0.014100194,-3.8338494,0.46124625,-1.3082627
1700073E17Rik,-3.465421,0.16427332,-0.10865888,0.29678386,-3.6302903,-0.45440838,-1.7295421,-0.5399162,-1.9479914,-1.1933897,0.06925771,-0.23713338,0.06054932,-0.30992356,-1.1960896,0.78428745,0.3374918,-1.8939016,-1.6204406
Prr36,-0.6897838,1.3341808,-2.403171,-0.773757,-3.828804,-0.71606493,-0.7769892,-0.95301604,0.72409284,-3.4996269,-0.75425434,-0.6980014,0.29659307,-0.73553705,0.91196,-2.4354777,-2.9853113,-0.8437916,0.443309
Flot1,-0.6079236,-4.46999,-0.12236993,-0.2219733,-0.7851324,-0.44226652,0.5621637,-0.7382053,-0.6230854,-0.5282551,-1.6845615,-0.28560808,0.24813926,-0.82474685,-0.9700152,-2.9296906,0.19797999,-0.64529073,-1.1632401
Yif1a,0.11492613,0.15180132,-0.4216801,-0.17480503,-4.4433856,-0.3131564,-0.3240408,-0.18477103,0.030739449,-0.6413999,-0.38885158,-0.26270965,-0.087463275,-0.13626559,0.16202152,0.05228901,-0.8511861,-1.6674024,-1.7587966
1700122O11Rik,-0.96002704,-0.36102474,-0.2353197,-0.76373845,-0.76434916,0.65614194,-0.31102192,0.16085544,-0.8250984,-0.16344146,-0.19936375,0.0245592,-0.38208282,0.7374044,-1.2685865,-0.0017716289,-0.07822688,-0.75809807,-1.5974143
Sertad4,-0.54110414,0.11851311,-1.3333648,-0.042469054,0.801619,-0.29923278,-1.9107835,-0.15138379,-1.7258558,0.037314862,-0.57146525,-0.55593276,-1.5863236,1.0221485,-0.06255031,-0.0501533,0.3394636,0.41623706,-0.23276466
Grik4,0.065283954,0.4569319,-0.6282003,-0.42358685,-1.7529461,-0.64981735,-0.7621024,-0.7796836,0.56831455,0.052279264,-0.3761736,-0.32452816,0.19824812,-0.3792063,0.19446269,0.20848542,-0.65029645,0.24317157,0.79141563
Gm10007,-2.1151268,-0.15750995,-1.1842065,-0.5028591,0.9039154,-1.0837002,-1.9056132,-0.26196322,0.0087198615,-0.9565947,0.17769259,-1.0519918,-1.2552172,-1.1818588,0.24493098,-0.841496,-0.16376534,-1.4631803,-0.6495731
Podn,-0.5181162,-0.07369995,-0.560787,-1.5706327,-4.0836744,-0.5881414,-0.45496023,-0.634996,-1.2282281,-0.21860853,-1.3696547,-1.8299006,-0.773389,0.24055672,-1.701147,0.34217393,-0.010041833,-1.4222243,-1.6163408
Slc14a2,0.06720774,0.047292173,-0.784247,0.45548308,-4.2515683,-0.41828012,-0.30339867,-0.00913164,-1.047688,-0.6641089,0.31140757,0.21165225,-0.3419478,-0.20100304,-0.19326533,-0.36872184,0.090659946,-1.185495,-0.50516963
A930018P22Rik,-3.0319388,-4.0637956,0.26776147,-1.0974683,-0.72545934,-1.3402431,1.4624729,-0.0006772876,-3.3756914,-3.3550496,-1.5802912,-1.118849,-0.088771164,-4.286037,-4.018928,-0.5400692,-1.3658534,0.3554176,-0.5160917
Gstp2,-4.3836946,-0.04648012,-1.4447889,-1.1443655,-0.71137977,-1.1547916,0.8320894,-2.1971881,-4.2054014,-0.6339794,-4.1104374,-2.3790357,0.52820206,-2.9313529,-4.650614,-3.600179,-0.19637722,0.46527815,-2.4048443
Cebpe,-2.9514182,0.8244208,-0.21098989,-2.0292597,-3.9935195,-1.5368296,0.37638983,-2.1875372,-1.9662464,-1.0854084,-1.4944909,-0.6120984,1.0807995,-2.3413484,-0.638963,-3.686877,-0.41779876,0.2720098,-0.06195891
Cpn2,-2.005917,-0.019298226,-1.3265784,-0.31308204,-0.026161104,-0.1453431,-1.0816038,0.15945819,-1.5019639,0.033685416,0.27002496,-0.53268874,-0.50519055,-0.08484016,-2.7347314,-0.119475216,-0.09534389,-0.35488784,-1.5867547
2810001G20Rik,-1.1160884,-0.5582664,-0.40308088,-0.22859709,-4.267998,-0.81022376,-0.28134602,-0.23140678,-0.5743538,-0.2803539,-0.96691364,-0.08469081,-4.1818757,0.06896371,-2.0263133,0.09177327,-0.64216113,-1.8705726,-1.6739718
Jun,0.29824102,-0.6654381,0.091492325,-0.41320485,0.48113614,0.2654501,-0.7736975,0.16633838,-0.9242389,0.008609436,0.2995989,-0.389419,-0.24653994,0.1205588,-1.0305,0.24746895,0.030586794,-0.6211952,-0.51572347
AI463170,-0.94356704,-0.7875723,0.34796178,0.013920158,-0.16646482,1.1494634,-0.67988193,-1.4934442,-2.4975982,0.3340606,-0.92449105,-0.2886398,0.6732697,-0.5879781,-1.9496497,-3.0506232,0.28062242,-0.04514286,0.2781844
Ripk4,-1.4293044,-0.6631208,-0.6013286,-0.082892776,1.0137302,0.77644324,-0.9329884,-0.702019,-1.3258753,-0.6105737,-1.3701644,-0.5905231,-3.2268069,-0.84786093,-3.9497705,-1.8760662,-0.09521747,0.3746174,-3.0237765
Gtf2ird1,-1.124132,0.2783361,0.28665027,-0.009593755,-0.35410672,0.23347771,-0.6973269,-0.19610915,-0.8563567,-0.38151535,-0.17104174,-0.5840825,-0.36287576,0.3118929,-2.1426425,-0.1954203,-0.27743495,0.011726841,0.68746555
A530006G24Rik,-3.8510568,-1.7034135,-3.63928,-0.59589064,-1.294687,-0.60403615,-3.996953,-1.0121067,-1.3999157,-0.3944858,-0.27534926,-0.63379633,-0.7442793,2.0415685,-3.7183027,0.23099345,-0.80319834,-1.9181095,-1.1974053
Jag1,0.45362884,0.26463878,-0.19772492,0.049566895,-1.1353408,0.22085103,-2.1726213,-0.001635775,-1.1021998,-0.07751931,-0.19927529,-0.350858,-0.028251752,-1.6734097,-0.9627096,-0.10310455,-0.18692413,-1.7762244,-0.025717318
Nlgn2,-0.4149007,0.28937218,-1.4215411,-0.13310206,-4.245706,-0.4905982,-0.010909185,-0.06138967,0.23020235,-0.4435491,-0.024668977,-0.85366064,-0.56685174,-0.42921406,0.23730704,0.22397736,-0.18224776,-0.25694987,-0.16271776
Phf5a,-0.13780034,0.5195786,-0.25210539,-0.4393144,-4.0874243,-1.2162614,0.00504604,-2.1425047,-0.94362164,-3.6660523,-0.5241626,-2.522841,-3.7948074,-0.97462535,0.114328384,0.25390142,-0.23220536,0.05761558,0.59228075
Spata31d1d,-3.3547323,-4.702505,-3.4893,-0.47853738,-4.297807,-3.009831,0.8226914,-3.2756279,-2.8163862,-0.7763796,-1.3779976,-0.2614045,-0.5388781,-4.091159,-4.580391,0.10252106,-4.010503,-2.1897235,-3.1360807
Htra4,-3.8039458,0.6459348,-0.33195353,-1.041491,-4.110683,-0.59549993,-1.5916041,-0.1286155,-0.94138825,-0.09546137,-0.37716576,-0.99342626,-0.23857932,-0.40882832,-0.45992008,-1.9973165,-0.45120773,-0.759029,-0.7266295
Gm2109,-1.6481409,-1.4342353,-3.111006,-0.5995523,0.3132407,-0.5289023,-2.132513,-1.0489666,0.21736276,0.32997328,0.1171751,-0.33686924,-0.055045694,-1.0895144,0.37062538,0.211806,-1.730743,-0.55780435,0.111065626
Pldi,-0.78223675,-0.4331548,0.8543056,-3.1076484,-4.049387,-0.53374517,-0.9872214,-3.2767591,-0.49035487,-1.5076671,-0.34775215,-0.83059955,0.12741894,-2.8288553,-0.9499292,-3.517555,-1.059211,-0.7851265,0.43833983
4930413F20Rik,-1.259346,-0.6965996,-2.1541517,-0.73452425,-4.0281296,0.36358362,-1.2295086,-0.8519964,-0.68074214,0.8326421,1.1175518,-2.7973104,-1.3545592,-0.15264904,-0.282752,-2.5734222,-1.9355278,-3.0668168,-2.5078633
Ripply3,-1.0307405,-0.8089094,-0.79858744,-0.34575045,-0.044960618,-0.17193545,-0.8037079,-0.9669681,-0.02815134,-0.11071904,-0.27634472,-0.4917177,-0.44610998,-0.40464363,0.30005586,0.18557543,-0.8340501,-0.073892474,-2.4330866
D430036J16Rik,-3.1279275,0.25853455,-1.4156144,-0.36782372,-3.7042742,-0.94158703,-2.7503705,-2.794186,0.47864497,-0.45544055,-0.9246652,-2.1459267,-1.3290236,-1.0249869,-2.2209048,-2.0134351,-0.20968556,1.0751396,-1.6078666
Slco2b1,-1.1558858,0.11526835,-0.5399962,-1.1742198,-4.239065,-1.2133584,-0.6591952,-0.40031806,-0.4706967,-0.2618999,-0.44421917,-1.0612718,-0.68248796,-0.9815143,-0.6001613,0.80059314,-0.47432446,-0.43211907,-0.85007226
Grk3,-0.49376893,-0.08429405,0.09596279,0.09431523,0.5800217,-0.87969774,-1.2322093,0.11255902,-0.40388903,-0.39492834,-0.5826473,0.0046978295,-0.306972,-0.18343827,-0.5737151,-0.30729848,-0.6346278,-0.701185,-0.7245147
Tmem132d,-0.6844684,0.499461,-2.371255,-0.28928703,0.16030347,-0.52244043,-2.426692,-0.27742928,0.1866704,-0.1698215,-0.24528469,-0.17888544,-0.71796095,-0.937602,-0.1524015,-0.2714932,-0.92710197,0.1413931,-0.08562352
2700081O15Rik,0.5817464,0.15611151,-1.2153485,-0.7153389,0.4934758,-0.43579996,-1.4735326,-0.79307485,0.7303071,-0.45662758,-0.124657,-0.1092719,-0.5782095,-0.48063582,1.122193,0.31853342,-0.53567374,0.26127136,0.39451152
Aatf,-0.22151247,-0.49729773,-1.0386868,-0.46003452,0.6202742,-0.6857803,-0.22146794,-0.5267249,0.80579823,-1.3494534,-0.4639878,-1.402111,-0.74541295,-1.101954,0.46284008,-0.43011126,-0.45713055,-0.32752353,0.14652252
Ror1,-3.658594,-0.97662073,0.20979232,0.085392535,-1.4501433,0.10454902,-1.5525072,0.18149373,-2.5989351,0.30298957,0.9744432,-0.5058227,0.34609705,0.12493184,-1.8320127,0.3246383,0.54495907,-1.4585261,-0.7351567
Ufsp1,-0.7600744,-0.49642748,-0.35667187,-1.0275769,0.73636806,0.025913239,1.1599187,-0.37598717,-0.7010487,-1.3308213,-1.4920555,-1.111249,0.17200676,-1.0052681,-0.5283016,-3.9963863,-0.03739886,0.865028,-1.6891166
Gm16336,-4.23257,-3.9960384,0.66346747,-0.79812145,-4.2339168,-1.5632857,1.2557642,-0.6118665,-4.0347357,0.55054015,-0.34238067,-0.6884469,-0.2976242,-1.4196155,-1.0771027,-0.67071015,-0.49447906,-2.0188026,-2.845306
Sebox,0.880633,1.2453461,-2.2605712,-1.3809354,-3.7972052,-3.6234016,-1.4329822,-0.9949217,0.9045889,-0.1423924,-3.845866,-0.36215302,0.06870663,-2.3567648,-0.57389843,-0.9252566,-1.0807337,0.41514283,0.59264934
Rnd1,1.0481644,0.25584608,-0.9519655,-0.5519568,-0.81668276,-1.0463464,-0.48280334,-0.5692704,-0.30183825,0.23445046,-0.12924379,-0.53860176,-0.94566065,-0.34962082,-0.80225325,-0.68882394,-0.33321115,-0.31219575,0.14234784
Astn2,-0.28746322,0.08662963,-0.606781,-0.249454,0.42893994,-0.23703973,-1.7023234,-0.7204384,0.80589336,-0.1552153,0.053227454,0.08039051,-0.1546702,-0.80332094,-0.2580865,-0.8623432,-0.3681291,-0.41964835,0.3265429
Acsf3,0.13490352,0.5851204,-0.62517846,-2.1042047,1.342298,-1.724822,-0.29509547,-1.1196402,0.82947564,-1.5718341,-3.35698,-0.5462492,0.4754665,-2.3838444,1.0363883,-2.3054187,-0.94498545,-1.0671937,0.3077281
